1221381c4d89e124285ca54f7e934afc93a6921f,ACCUMULO-2724,ACCUMULO-2724 Changed option for threads to --numThreads.
8255fc054ec58d512fd9189f96c590dd66d2f10a,ACCUMULO-4488,ACCUMULO-4488 Fix numbered list (addendum)
a17390db11c69dea0c7f1fbf75c9b28f8e1d561c,ACCUMULO-4488,ACCUMULO-4488 update kerberos section in the user manual to fill some gaps.
f7989c67847d623951d657783cea263f6041987b,ACCUMULO-4483,ACCUMULO-4483: Don't modify the source Value in MemValue.decode.
52f53f56e32c10f81017205842f134736dfa9759,ACCUMULO-4454,ACCUMULO-4454 Auto-determine version for manual
7fe029fb07b26b617c5209f2b0b9b63696a8fc5e,ACCUMULO-4478,ACCUMULO-4478 Use correct HttpURLConnection import
31590b8c21ba692d4bcb48670b897d827068a6ed,ACCUMULO-4474,ACCUMULO-4474 Unused import
b19de71ba11c08606bc5dd7b667e2de1bd6c1652,ACCUMULO-4476,ACCUMULO-4476 User manual references old version
ab2bf631f8e9dc2e8ba4947fb4be16afcfceddec,ACCUMULO-4475,ACCUMULO-4475 User manual references 'admin start'
c369cdc35b149d38e3d0dacc495e76619d84c2ac,ACCUMULO-4474,ACCUMULO-4474 Remove unnecessary import (addendum)
450cae509b854b418e79376772b27de9e8895031,ACCUMULO-4474,ACCUMULO-4474 Make ExistingMacIT more deterministic in verification
e76f3a236a8c91553974a8f1981d838de2933ba2,ACCUMULO-4471,ACCUMULO-4471 Typo in user manual replication instructions
deb5edd8df6161a3ba30a0c83dbc240096c1721e,ACCUMULO-4469,ACCUMULO-4469 ConcurrentModificationException while running MultiTable.xml node in Random Walk
6a677adafe0fe03a6a331d281c1a27b4854f94e7,ACCUMULO-4467,ACCUMULO-4467 Ensure commons-math3 is on the classpath for RandomWalk MR jobs.
985651b48451025db8a1bd00e79730f9d10ded6f,ACCUMULO-4467,ACCUMULO-4467 Ensure commons-math is on the classpath for RandomWalk MR jobs.
e07f6858e54b2fefab89305e24e14546fde592aa,ACCUMULO-4444,ACCUMULO-4444: added check for null token in ConnectorImpl
108f4f399e02638552cd8d655561abeed1765a0a,ACCUMULO-4459,ACCUMULO-4459 Fix compile with hadoop 1 profile
923c87e2fbdfd49409e8099293cc87371da8f6fd,ACCUMULO-4458,ACCUMULO-4458 addendum for 1.8
48733ce8cb9e89f1243e5e46d792010900086c7b,ACCUMULO-4458,ACCUMULO-4458 reduce contention on config retrievals.
4c040799f48c21c5f157fabcab8fde5259b6c7ed,ACCUMULO-4391,ACCUMULO-4391 Remove unused field
200be5f29a8150b9cf2dd2042cfc1d79345ac23e,ACCUMULO-4451,ACCUMULO-4451 Fix line-endings
0ecc47161cc5b019f856dccd78bec48c4ba70e13,ACCUMULO-2972,ACCUMULO-2972: correction to description for instance.secret
2165dde60827a1b7a9dc7c4c78f8e183bc04b104,ACCUMULO-2972,ACCUMULO-2972: fixed description for instance.secret
3b6944180b4df9d0e56c2296d967b0ec880bd4bd,ACCUMULO-4391,ACCUMULO-4391 removed extra closed check
3c8bc120b1527eb0cba5390da8e57eb947734af8,ACCUMULO-4391,ACCUMULO-4391 Added appropriate synchronization to allow RFile.Reader deepcopies to be used in separate threads. Added a test case which forces at least one of the race conditions. The remaining conditions have been tested on systems that demonstrated these issues.
768a73c504d817ee9697dd249987d0f29189190c,ACCUMULO-4428,ACCUMULO-4428 Changes for the backport to 1.6
b0181fe5e5858a9f93c69f8c54ff0b8102484de4,ACCUMULO-4428,ACCUMULO-4428 Stabilize the new GarbageCollectorIT
9d4a46a0c207bf89372aba585edbb65d4e141ee4,ACCUMULO-4428,ACCUMULO-4428 Fix state of GC firstSeenDead map
ebd42e2abb6a591a6806adebd60f2a59dd160621,ACCUMULO-4445,ACCUMULO-4445 Fix broken bin/accumulo script
a4fdcf20568d75115e0d46a073d55d797d7402bf,ACCUMULO-4434,ACCUMULO-4434 Reduce stringency on success condition for CompactionRateLimitingIT
